category,subcategory,question,answer
BUKAN PENERIMA UPAH,PENGERTIAN UMUM,"Apakah peserta BPU dapat melakukan pengecekan informasi kepesertaan, masa perlindungan dan jatuh tempo pembayaran iuran selanjutnya?","Informasi kepesertaan, masa perlindungan dan jatuh tempo pembayaran iuran selanjutnya, dapat diakses melalui:, Aplikasi JMO laman https://sso.bpjsketenagakerjaan.go.id/ Pusat Layanan Masyarakat (Contact Center) 175 Kantor Cabang BPJS Ketenagakerjaan."
BUKAN PENERIMA UPAH,PENGERTIAN UMUM,"Apakah Peserta BPU yang sudah lama tidak aktif membayar iuran, apakah dapat aktif kembali untuk masa perlindungannya?",Peserta BPU dapat mengaktifkan kembali masa perlindungannya dengan melakukan pembayaran iuran lanjutan melalui kanal pembayaran iuran kerjasama.
BUKAN PENERIMA UPAH,PENGERTIAN UMUM,Bagaimana cara melihat jumlah saldo JHT Peserta BPU?,"Peserta BPU dapat melihat jumlah saldo JHT melalui:, Aplikasi JMO Laman https://sso.bpjsketenagakerjaan.go.id/ Kantor Cabang BPJS Ketenagakerjaan."
BUKAN PENERIMA UPAH,PENDAFTARAN PESERTA,Program jaminan sosial ketenagakerjaan apa saja yang didapatkan oleh Peserta BPU?,Tabel 6. Program Jaminan Sosial BPU
BUKAN PENERIMA UPAH,PENDAFTARAN PESERTA,Apa saja persyaratan pendaftaran pertama kali menjadi peserta Bukan Penerima Upah (BPU)?,"Persyaratan utama mendaftar menjadi peserta BPU:, Memiliki Nomor Induk Kependudukan atau Kartu Tanda Penduduk Belum mencapai usia 65 (enam puluh lima) tahun dan Memiliki kegiatan usaha atau pekerjaan. Pendaftaran Pekerja magang, tenaga honorer, peserta pendidikan pengembangan bakat dan minat, siswa dan mahasiswa kerja praktek yang dipekerjakan dalam proses pendidikan dan pelatihan atau narapidana yang dipekerjakan dalam proses asimilasi, memperhatikan hal-hal sebagai berikut:"
BUKAN PENERIMA UPAH,PENDAFTARAN PESERTA,Apa yang dimaksud dengan memiliki kegiatan usaha atau pekerjaan dalam persyaratan pendaftaran menjadi peserta BPU?,"Calon Peserta BPU harus memiliki usaha atau pekerjaan yang tidak menerima upah, karena BPJS Ketenagakerjaan merupakan Lembaga yang menangani Jaminan Sosial Ketenagakerjaan, sehingga calon Peserta BPU harus memiliki dan aktif melakukan kegiatan usaha atau pekerjaan saat melakukan pendaftaran. (tidak sedang dalam sakit yang berkepanjangan seperti sedang di ICU)."
BUKAN PENERIMA UPAH,PENDAFTARAN PESERTA,Berapa banyak kegiatan usaha atau pekerjaan yang dapat didaftarkan oleh Peserta BPU?,Kegiatan usaha atau pekerjaan yang dapat didaftarkan saat menjadi Peserta BPU paling banyak 2 (dua) jenis pekerjaan.
BUKAN PENERIMA UPAH,PENDAFTARAN PESERTA,Dimana saja calon peserta BPU dapat melakukan pendaftaran?,"Melalui:, Aplikasi JMO Laman Pendaftaran Online Mandiri https://www.bpjsketenagakerjaan.go.id/bpu (website BPJS Ketenagakerjaan) Kantor Cabang BPJS Ketenagakerjaan Service Point Office (SPO) Bank Kerjasama seperti Bank BNI, Bank BRI, Bank BTN, Bank Mandiri, Bank BJB Perisai Agen Perbankan seperti AgenBNI46, BRILink, Agen BJB Kantor Pos, aplikasi Pospay dan Agen Pos Kantor Pegadaian Aplikasi LinkAja Aplikasi dan website Cermati.com Aplikasi Ayopop Agen Mobile Pulsa Peserta BPU juga dapat melakukan pendaftaran secara berkelompok melalui Wadah yang sudah bekerja sama dengan BPJS Ketenagakerjaan Mitra Pengemudi Gojek dapat mendaftar melalui link pendaftaran: https://www.bpjsketenagakerjaan.go.id/bpu/gojek Mitra Pengemudi Grab dapat mendaftar melalui fitur GrabBenefits dengan menggunakan saldo OVO yang tersedia pada fitur GrabBenefits sebagai metode pembayarannya. Mitra Shopee Food dapat mendaftar melalui link pendaftaran: https://bit.ly/3WaaKwd Khusus untuk kepesertaan BPU Peserta magang, tenaga honorer, peserta pendidikan pengembangan bakat dan minat, siswa dan mahasiswa kerja praktek yang dipekerjakan dalam proses pendidikan dan pelatihan atau narapidana yang dipekerjakan dalam proses asimilasi pendaftaran dapat dilakukan oleh Pemberi Kerja/Badan Usaha melalui Kantor Cabang terdekat."
BUKAN PENERIMA UPAH,PENDAFTARAN PESERTA,"Jika KTP hilang/tidak ada, apakah tetap dapat melakukan pendaftaran pertama kali menjadi Peserta BPU?",Calon Peserta BPU dapat menggunakan Nomor Induk Kependudukan yang ada di dalam Kartu Keluarga.
BUKAN PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Berapa penghasilan yang harus didaftarkan dalam kepesertaan BPU?,"Penghasilan yang didaftarkan merupakan rata-rata penghasilan yang diperoleh setiap bulan. Adapun minimal penghasilan yang dapat didaftarkan mulai dari Rp. 1.000.000 sebagai dasar penghasilan perhitungan iuran, sesuai dengan ketentuan Peraturan Pemerintah yang mengatur penyelenggaraan Program JKK, JKM dan JHT."
BUKAN PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Berapa nilai iuran minimal kepesertaan BPU?,"Tabel 8. Iuran BPU, , Nilai iuran Peserta BPU dihitung berdasarkan paket program yang diikuti dengan rincian sebagai berikut:, Jaminan Kecelakaan Kerja (JKK) : 1% dari dasar penetapan penghasilan Jaminan Kematian (JKM) : Rp 6.800,- (flat berapapun dasar penetapan penghasilannya). Jaminan Hari Tua (JHT) : 2% dari dasar penetapan penghasilan. Dasar penetapan penghasilan dapat dilihat di lampiran PP No 44 Tahun 2015 dan lampiran PP No 46 Tahun 2015. Khusus untuk peserta BPU sebagai Pemberi Kerja, Peserta magang, tenaga honorer, peserta pendidikan pengembangan bakat dan minat, siswa dan mahasiswa kerja praktek yang dipekerjakan dalam proses pendidikan dan pelatihan atau narapidana yang dipekerjakan dalam proses asimilasi. Perhitungan iuran JKK dan JKM sesuai dengan persentase iuran JKK dan JKM bagi peserta Penerima Upah di Pemberi Kerja tersebut dan upah yang dijadikan dasar dalam perhitungan iuran berdasarkan upah terendah dari pekerja yang melakukan pekerjaan yang sama di Pemberi Kerja tersebut."
BUKAN PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Apakah Peserta BPU dapat membayar iuran secara sekaligus dimuka?,"Peserta BPU dapat memilih periode pembayaran iuran sekaligus dimuka dengan periode pembayaran sebagai berikut:, a. 2 bulan, b. 3 bulan, c. 6 bulan atau, d. 12 bulan /1 tahun."
BUKAN PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,"Apakah iuran yang sudah dibayar dimuka sekaligus dan terjadi risiko meninggal dunia, dapat dilakukan pengembalian sisa iuran?","Pengembalian sisa iuran Peserta BPU yang mengalami risiko meninggal dunia dan telah melakukan pembayaran iuran secara sekaligus dimuka, dilakukan bersamaan pada saat ahli waris mengajukan proses klaim meninggal dunia program JKK atau JKM."
BUKAN PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Apakah Peserta BPU yang telat melakukan pembayaran iuran setiap bulan akan menjadi tunggakan yang harus dilunasi dan dikenakan denda iuran?,"Ya, Peserta BPU harus melunasi tunggakan iuran setiap bulan tanpa dikenakan denda iuran., Maksimal tunggakan iuran yang harus dilunasi adalah sebanyak 3 (tiga) bulan iuran berturut-berturut. Jika setelah 3 (tiga) bulan masa tunggakan iuran tersebut tidak terdapat pembayaran iuran maka masa perlindungannya akan non aktif., Peserta BPU yang sudah non aktif dapat mengaktifkan kembali masa perlindungannya dan tunggakan iuran sebelumnya tidak diperhitungkan."
BUKAN PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Bagaimana cara melakukan pembayaran iuran Peserta BPU?,"Peserta BPU yang mendaftar secara individu (perorangan) dapat melakukan pembayaran dengan menggunakan 16 digit nomor induk kependudukan/nomor KTP yang telah didaftarkan untuk digunakan sebagai kode iuran. Selanjutnya peserta BPU dapat melakukan pembayaran iuran pertama dan lanjutan melalui kanal-kanal Kerjasama Peserta BPU yang mendaftar melalui wadah dapat melakukan pembayaran iuran yang akan dikumpulkan secara kolektif melalui ketua wadah. Ketua wadah akan mendapatkan kode iuran setara NIK (16 digit) dari BPJS Ketenagakerjaan untuk selanjutnya dilakukan pembayaran iuran pertama dan lanjutan melalui kanal kerjasama Peserta BPU yang mendaftar melalui Perisai, pembayaran iuran pertama wajib melalui Perisai dan pembayaran iuran selanjutnya dapat melalui kanal Kerjasama Pemberi Kerja/Badan Usaha (PK/BU) yang mendaftarkan Peserta magang, tenaga honorer, peserta pendidikan pengembangan bakat dan minat, siswa dan mahasiswa kerja praktek yang dipekerjakan dalam proses pendidikan dan pelatihan atau narapidana yang dipekerjakan dalam proses asimilasi, dapat melakukan pembayaran di kanal kerjasama setelah mendapatkan kode iuran dari BPJS Ketenagakerjaan. Mitra Pengemudi Gojek dapat mendaftar melalui link pendaftaran: https://www.bpjsketenagakerjaan.go.id/bpu/gojek akan dipotong (deduct) langsung dari saldo dompet Mitra Pengemudi setiap bulan. Mitra Pengemudi Grab yang mendaftar melalui fitur GrabBenefits dapat menggunakan saldo OVO yang tersedia pada fitur GrabBenefits atau aplikasi Grab Penumpang (Grab Bills) atau Tokopedia. Mitra Pengemudi Grab juga dapat melakukan pendaftaran pembayaran iuran secara autodebit setiap bulan dengan menggunakan saldo OVO yang tersedia dalam fitur GrabBenefits BPJamsostek"
BUKAN PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Apakah Peserta BPU dapat melakukan pembayaran iuran secara autodebit?,"Peserta BPU dapat melakukan pembayaran iuran secara autodebit melalui:, Aplikasi JMO, dapat menggunakan: BRI Direct Debit OVO Shopee Pay Dana Mandiri Direct Debit Tokopedia, Peserta BPU harus memiliki dan telah memiliki user yang terdaftar pada aplikasi Tokopedia. Pembayaran autodebit dapat menggunakan: Saldo OVO Kartu Debit dan Kartu Kredit dengan logo Visa, Mastercard, JCB, American Express."
BUKAN PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Dimana saja kanal-kanal pembayaran iuran Peserta BPU?,"Aplikasi Jamsostek Mobile (JMO) menyediakan fitur pembayaran dengan menggunakan: BRI Direct Debit OVO Shopee Pay Dana Mandiri Direct Debit Website BPJS Ketenagakerjaan > Pembayaran Iuran (pada halaman utama) menyediakan fitur pembayaran dengan menggunakan: Shopee Pay Gopay QRIS. Bank Kerjasama BNI (Mobile, Internet & SMS Banking, ATM, Teller) BRI (Mobile Banking, ATM, Teller) Mandiri (Mobile & Internet Banking, ATM , Teller) BTN (Mobile & Internet Banking, ATM , Teller) BJB (ATM, Teller) BSI (Mobile Banking) BCA (Mobile & Internet Banking, ATM , Teller) CIMB Niaga (ATM, Teller) Bank Mualamat Bank DKI Bank Jatim (Mobile Banking) Bank Jambi Bank Sulutgo (Teller) Bank NTB Syariah (Teller) AgenBNI46 Agen BRILink Agen BJB Kantor Pos, Agen Pos dan aplikasi Pospay Kantor Pegadaian Aplikasi dan website Tokopedia Aplikasi dan website Shopee Aplikasi Gojek (Go Bill/ Go Tagihan) Aplikasi Grab (Grab Bill) Aplikasi Link Aja Aplikasi dan website Cermati.com Website Blibli.com Aplikasi Ayopop Agen Mobile Pulsa Gerail retail seperti Indomaret, Alfamart. Alfamidi, Lawson, Dan-Dan."
BUKAN PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,"Peserta BPU sudah melakukan pembayaran iuran namun transaksi pembayaran iuran belum merubah masa perlindungan/saldo JHT belum bertambah, apakah yang harus dilakukan?",Peserta dapat menunjukkan tanda bukti pembayaran dari kanal pembayaran iuran dimana Peserta melakukan transaksi pembayaran iuran. Selanjutnya laporan akan ditindaklanjuti segera oleh tim BPJS Ketenagakerjaan.
BUKAN PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Bagaimana cara membayar iuran menggunakan New Livin Mandiri (MBanking Mandiri)?,"Pilih menu Bayar/Beli Pilih menu BPJS Pilih menu BPJSTK Iuran BPU/PMI Masukkan 16 digit NIK Masukkan periode pembayaran iuran: 1/2/3/6/12 bulan Pastikan data telah sesuai dan klik tombol ""Lanjutkan"" untuk melanjutkan proses pembayaran Transaksi selesai dan simpan bukti pembayaran."
BUKAN PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Bagaimana cara membayar iuran melalui ATM Mandiri?,Pilih menu Bayar Pilih Buat Pembayaran Bar Pilih menu Asuransi Pada penyedia jasa pilih BPU BPJSTK (23996) Masukkan 16 digit NIK Pastikan data telah sesuai dan pilih Lanjut pada konfirmasi pembayaran Transaksi selesai dan simpan bukti pembayaran.
BUKAN PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Bagaimana cara membayar iuran melalui ATM BNI?,"Pilih menu Lainnya Pilih menu Pembayaran Pilih menu BPJS Ketenagakerjaan Pilih menu BPU/TKI Masukkan 16 digit NIK Pilih periode program pembayaran iuran:1/2/3/6/12 bulan Pastikan data telah sesuai dan pilih ""YA"" untuk melanjutkan konfirmasi pembayaran Transaksi selesai dan simpan bukti pembayaran."
BUKAN PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Bagaimana cara membayar iuran melalui BNI Mobile Banking ?,"Pilih menu Pembayaran Pilih jenis pembayaran BPJS Ketenagakerjaan Pilih jenis pembayaran Bukan Penerima Upah (BPU) Pilih menu Input Baru, lalu masukkan 16 digit NIK pilih jumlah bulan iuran yang akan dibayarkan (1/2/3/6/12 Bulan) Pastikan data telah sesuai dan masukkan Password Transaksi, lalu klik Lanjut Transaksi selesai dan simpan bukti pembayaran."
BUKAN PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Bagaimana cara membayar iuran melalui BNI SMS Banking?,"Dial *141# (khusus pelanggan telkomsel) Pilih BNI Pilih menu Pembayaran Pilih Pembayaran Lainnya ? Pembayaran Asuransi Pilih penyedia layanan BPJS Ketenagakerjaan (BPU) Masukkan 16 digit NIK Pilih jumlah bulan iuran yang akan dibayarkan (1/2/3/6/12 Bulan) Lalu akan muncul Notifikasi bahwa akan dikirim SMS ke 3346, Pilih Send/Kirim Selanjutnya akan menerima SMS dari 3346, balas SMS tersebut dengan mengetik digit ke 5 dan 6 PIN SMS Banking."
BUKAN PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Bagaimana cara membayar iuran melalui ATM BRI?,"Pilih menu Transaksi Lain Pilih menu Pembayaran Pilih menu Lainnya Pilih menu BPJS Pilih menu BPJS Ketenagakerjaan Masukkan 16 digit NIK Pastikan data yang telah sesuai dengan data diri lalu pilih ""YA"" untuk melanjutkan proses pembayaran Transaksi selesai dan simpan bukti pembayaran."
BUKAN PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Bagaimana cara membayar iuran melalui ATM Bank BTN?,"a. Pilih menu Transaksi Lainnya, b. Pilih menu Pembayaran, c. Pilih menu Layanan Publik, d. Pilih menu BPJS, e. Pilih menu BPJS TK, f. Masukkan 16 digit NIK, g. Masukkan jumlah periode pembayaran iuran, h. Pastikan data telah sesuai dan pilih """"YA"""" untuk konfirmasi pembayaran, i. Transaksi selesai dan simpan bukti pembayaran."
BUKAN PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Bagaimana cara membayar iuran melalui BTN Mobile?,Pilih menu Pembayaran Pilih menu BPJS Pilih menu BPJS Ketenagakerjaan Masukkan Jumlah Bulan Periode Pembayaran dan 16 digit NIK; Pastikan data telah sesuai dan masukkan PIN Transaksi selesai dan simpan bukti pembayaran.
BUKAN PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Bagaimana cara membayar iuran dengan menggunakan BTN Internet Banking?,"Pilih menu Transfer & Pembayaran, Pembayaran Pilih BPJS pada kategori institusi dan BPJS Ketenagakerjaan pada nama institusi Masukkan Nama Penerima dan NIK, kemudian masukkan Respon Token Masukkan Jumlah Bulan Periode Pembayaran Pastikan data telah sesuai dan masukkan PIN Transaksi selesai dan simpan bukti pembayaran."
BUKAN PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Bagaimana cara membayar iuran dengan menggunakan ATM BCA?,"Pilih menu Transaksi Lainnya Pilih menu Pembayaran Pilih menu BPJS Pilih menu Ketenagakerjaan Individu Masukkan Periode Program dan pilih ""Benar"" Masukkan 16 digit NIK Cek data pembayaran dan pilih ""Ya"" Transaksi selesai dan simpan bukti pembayaran."
BUKAN PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Bagaimana cara membayar iuran dengan menggunakan KlikBCA Individu?,"Pilih menu Pembayaran Pilih menu BPJS Pilih ""BPJS Ketenagakerjaan Individu"" pada jenis BPJS, input NIK/Nomor KTP kamu dan pilih Periode Program, klik tombol ""Lanjutkan"" Pastikan data pembayaran sudah benar, kemudian masukkan respon KeyBCA Appli 1 dan klik tombol ""Kirim"" Pembayaran iuran BPJS Ketenagakerjaan kamu berhasil. Kamu dapat menyimpan atau mencetak bukti pembayaran ini dengan mengklik tombol ""Simpan"" atau ""Cetak""."
BUKAN PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Bagaimana cara membayar iuran dengan menggunakan BCA Mobile?,"Pilih menu m-Virtual Account Pilih menu BPJS Pilih ""BPJSTK Individu"" Input nomor KTP/NIK kamu dan pilih Periode Program, klik tombol ""Send"" Cek data pembayaran, lalu klik tombol ""OK"" Input PIN m-BCA dan klik tombol OK Pembayaran iuran BPJS Ketenagakerjaan kamu berhasil. Kamu dapat melihat kembali bukti pembayaran di ""Inbox""."
BUKAN PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Bagaimana cara membayar iuran dengan menggunakan ATM BJB?,"Pilih menu Transaksi Lainnya Pilih menu Bayar/Beli Pilih menu BPJS Pilih menu Ketenagakerjaan Masukkan 16 digit NIK Pilih periode perlindungan: 1/2/3/6/12 bulan Pastikan data telah sesuai, lalu tekan ""YA"" untuk melanjutkan pembayaran Transaksi selesai dan simpan bukti pembayaran."
BUKAN PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Bagaimana cara membayar iuran dengan menggunakan BSI Mobile Banking?,"Pilih menu bayar Pilih Pembayaran BPJS Pilih BPJS Ketenagakerjaan BPU/PMI Masukkan NIK Masukkan periode bayar (1/2/3/6/12 bulan) Masukkan PIN BSI Mobile banking Cek data pembayaran iuran, apabila sudah sesuai klik “selanjutnya” Simpan Struk Pembayaran."
BUKAN PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Bagaimana cara membayar iuran dengan menggunakan aplikasi Link Aja?,"Buka aplikasi LinkAja, Pilih menu Lainnya Pada kategori Keuangan, Pilih menu BPJS Pilih BPJS Ketenagakerjaan dan Pembayaran Masukkan NIK sebagai ID Pelanggan Pastikan data telah sesuai kemudian klik tombol Konfirmasi dan masukkan PIN untuk menyelesaikan transaksi Transaksi selesai dan simpan bukti pembayaran."
BUKAN PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Bagaimana cara membayar iuran dengan menggunakan aplikasi Tokopedia?,Buka aplikasi atau buka link tokopedia.com pada browser Pada Kategori Top-Up & Tagihan pilih menu BPJS Pilih BPJS Ketenagakerjaan ? Masukkan 16 digit NIK ? Pilih jumlah periode bulan pembayaran Pastikan dan telah sesuai dan aktifkan fitur auto debit (jika diperlukan) Transaksi selesai dan simpan bukti pembayaran.
BUKAN PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Bagaimana cara membayar iuran dengan autodebit Tokopedia?,"Buka aplikasi Tokopedia dengan menggunakan Komputer atau Laptop. Atau silahkan klik https://www.tokopedia.com/langganan Pilih logo ""BPJS"" Silahkan isi data yang dibutuhkan (Pilih BPJS, Pilih Ketenagakerjaan, Masukan 16 digit Nomor KTP, Ketik nama langganan, Pilih setiap bulan, tetapkan tanggal proses autodebit) Pilih metode pembayaran iuran autodebit Saldo OVO Kartu Debit/Kartu Kredit berlogo Visa, Mastercard, JCB, American Express Jika memilih menggunakan Kartu Kredit/Kartu Debit untuk pembayaran iuran BPJS Ketenagakerjaan setiap bulan, maka akan diminta memasukan data kartu beserta kode CVV guna proses verifikasi bayaran Jika memilih menggunakan OVO untuk pembayaran iuran BPJS Ketenagakerjaan setiap bulan, maka akan diminta memasukan kode pin OVO guna proses verifikasi pembayaran Selanjutnya Tokopedia akan melakukan proses transaksi pembayaran iuran BPJS Ketenagakerjaan setiap bulan sesuai tanggal yang didaftarkan secara otomatis."
BUKAN PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Bagaimana cara membayar iuran dengan menggunakan aplikasi Gojek?,Pilih lainnya Pilih GoTagihan Pilih BPJS Pilih BPJS ketenagakerjaan Masukkan NIK Pilih periode bulan pembayaran Tekan Lanjut Pastikan data telah sesuai kemudian klik tombol Bayar sekarang dan masukkan PIN untuk menyelesaikan transaksi Transaksi selesai dan simpan bukti pembayaran.
BUKAN PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Bagaimana cara membayar iuran dengan menggunakan aplikasi Grab?,"a. Pilih lainnya, b. Pilih Tagihan, c. Pilih BPJS ketenagakerjaan, d. Masukkan NIK, e. Pilih periode bulan pembayaran, f. Tekan Lanjutkan, g. Pastikan data telah sesuai kemudian klik tombol continue dan masukkan PIN OVO dan klik bayar untuk menyelesaikan transaksi, h. Transaksi selesai dan simpan bukti pembayaran."
BUKAN PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Bagaimana cara membayar iuran dengan menggunakan aplikasi Pospay?,Pilih lainny Pilih BPJSTK Pilih jenis pembayaran Pekerja Bukan Penerirma Upah Masukkan NIK Pilih periode bulan pembayaran Tekan Lanjutkan Pastikan data telah sesuai kemudian klik tombol Lanjutkan dan masukkan PIN untuk menyelesaikan transaksi Transaksi selesai dan simpan bukti pembayaran.
BUKAN PENERIMA UPAH,ADMINISTRASI DAN TANDA BUKTI KEPESERTAAN,"Peserta BPU baru melakukan pendaftaran dan pembayaran iuran pertama, apakah mendapatkan tanda bukti kepesertaan?","Peserta BPU yang baru melakukan pendaftaran dan pembayaran iuran pertama dapat menggunakan tanda bukti pembayaran sebagai tanda bukti kepesertaan awal. Selanjutnya untuk mendapatkan kartu BPJS Ketenagakerjaan, Peserta BPU dapat melakukan:, Mengunduh aplikasi JMO untuk mendapatkan kartu digital Mengunjungi Kantor Cabang BPJS Ketenagakerjaan terdaftar untuk mendapatkan kartu fisik."
BUKAN PENERIMA UPAH,ADMINISTRASI DAN TANDA BUKTI KEPESERTAAN,"Kartu peserta BPU hilang, apakah saya tetap dapat perlindungan Jaminan Sosial Ketenagakerjaan serta dapat mengajukan pencetakan ulang?","Jika kartu peserta BPU hilang, Peserta BPU tetap terlindungi Jaminan Sosial Ketenagakerjaan dengan menunjukkan Nomor Induk Kependudukan. Peserta BPU dapat mengajukan pencetakan ulang kartu fisik dengan mengunjungi Kantor Cabang dimana Peserta BPU tersebut melakukan pendaftaran."
BUKAN PENERIMA UPAH,ADMINISTRASI DAN TANDA BUKTI KEPESERTAAN,Apakah peserta BPU harus melaporkan jika terjadi perubahan data?,Peserta wajib menyampaikan perubahan data dirinya paling lama 7 (tujuh) hari sejak terjadi perubahan ke Kantor Cabang terdekat.
BUKAN PENERIMA UPAH,ADMINISTRASI DAN TANDA BUKTI KEPESERTAAN,Perubahan data apa saja yang dilaporkan Peserta BPU kepada BPJS Ketenagakerjaan?,"Perubahan data disampaikan secara langsung ke Kantor Cabang dengan mengisi formulir perubahan data. Adapun perubahan data yang dapat dilakukan antara lain:, Upah/penghasilan Paket program Jenis Pekerjaan Alamat KTP/ Domisili No. HP Email Susunan anggota keluarga."
JAMINAN HARI TUA (JHT),PENGERTIAN UMUM,Apa itu Jaminan Hari Tua (JHT)?,"Jaminan Hari Tua (JHT) adalah manfaat uang tunai yang dibayarkan sekaligus pada saat peserta: memasuki usia pensiun, meninggal dunia atau mengalami cacat total tetap."
JAMINAN HARI TUA (JHT),PENGERTIAN UMUM,Siapakah peserta program Jaminan Hari Tua (JHT)?,"Peserta JHT adalah Tenaga Kerja di Indonesia, termasuk Warga Negara Asing yang bekerja paling singkat 6 (enam) bulan di Indonesia yang telah membayar iuran."
JAMINAN HARI TUA (JHT),PENGERTIAN UMUM,Siapakah yang wajib menjadi peserta program Jaminan Hari Tua (JHT)?,"Kewajiban menjadi peserta program JHT:, Setiap pemberi kerja selain penyelenggara negara wajib mendaftarkan dirinya dan pekerjanya dalam program JHT pada BPJS Ketenagakerjaan sesuai penahapan kepesertaan Setiap orang yang bekerja wajib mendaftarkan dirinya dalam program JHT pada BPJS Ketenagakerjaan sesuai dengan ketentuan peraturan perundang-undangan."
JAMINAN HARI TUA (JHT),PENGERTIAN UMUM,Apakah pekerja di luar hubungan kerja atau pekerja mandiri/Bukan Penerima Upah (BPU) wajib mendaftarkan dirinya dalam program Jaminan Hari Tua (JHT)?,Peserta BPU wajib mengikuti 2 program yaitu JKK dan JKM dan dapat mengikuti program JHT secara sukarela.
JAMINAN HARI TUA (JHT),PENGERTIAN UMUM,Berapa besaran Iuran Program Jaminan Hari Tua (JHT) bagi peserta penerima upah/peserta yang bekerja di perusahaan?,"Besaran iuran JHT bagi peserta penerima upah adalah sebesar 5,7% dari upah yang dilaporkan, dengan rincian 3,7% ditanggung oleh Pemberi Kerja/Perusahaan dan 2% ditanggung oleh Tenaga Kerja."
JAMINAN HARI TUA (JHT),PENGERTIAN UMUM,Apa saja komponen upah sebagai dasar perhitungan Jaminan Hari Tua (JHT)?,Komponen upah dasar perhitungan JHT adalah upah pokok dan tunjangan tetap yang dilaporkan Perusahaan kepada BPJS Ketenagakerjaan.
JAMINAN HARI TUA (JHT),PENGERTIAN UMUM,Berapa besaran Iuran Program Jaminan Hari Tua bagi peserta bukan penerima upah (BPU)/tenaga kerja di sektor informal?,"Besaran iuran JHT bagi peserta bukan penerima upah (BPU)/tenaga kerja di sektor informal adalah sebagai berikut:, Tabel 9. Iuran BPU"
JAMINAN HARI TUA (JHT),PENGERTIAN UMUM,Apa perbedaan program Jaminan Hari Tua (JHT) dan Jaminan Pensiun (JP)?,"Ditinjau dari manfaatnya, JHT merupakan manfaat uang tunai yang dibayarkan sekaligus pada saat pekerja memasuki usia pensiun, meninggal dunia, atau mengalami cacat total tetap., , Sedangkan manfaat JP adalah manfaat uang tunai yang dibayarkan setiap bulan kepada peserta yang memasuki usia pensiun, mengalami cacat total tetap, atau kepada Ahli Waris bagi peserta yang meninggal dunia., , Usia pensiun yang ditetapkan pertama kali adalah 56 tahun. Mulai 1 Januari 2019, usia pensiun bertambah menjadi 57 tahun. Usia pensiun dimaksud selanjutnya bertambah 1 (satu) tahun untuk setiap 3 (tiga) tahun berikutnya sampai mencapai usia pensiun maksimal 65 tahun."
JAMINAN HARI TUA (JHT),PENGERTIAN UMUM,Apakah terdapat persyaratan minimal kepesertaan untuk pengajuan klaim Jaminan Hari Tua (JHT)?,Pengajuan manfaat JHT klaim secara penuh tidak melihat minimal kepesertaan. Masa kepesertaan berapapun diperkenankan untuk mengajukan pencairan manfaat JHT sepanjang tenaga kerja benar dan terbukti tidak sedang bekerja (telah berhenti dari perusahaan).
