category,subcategory,question,answer
PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Apa fungsi Payment Reminder System?,Sebagai pengingat/penagihan iuran dalam rangka meningkatkan tertib administrasi dan kepatuhan badan usaha/pemberi kerja/proyek/peserta Dapat melakukan pembukuan iuran otomatis yang telah memberikan konfirmasi dan persetujuan dengan membalas SMS/Email yang telah dikirim melalui kanal PRS menggunakan format balasan yang ditentukan Konten SMS/Email yang dikirimkan dapat menampilkan kode iuran untuk melakukan pembayaran iuran dan konten lainnya sesuai dengan kebutuhan.
PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Bagaimana caranya badan usaha/pemberi kerja dapat menggunakan layanan Payment Reminder System(PRS)?,"Untuk menggunakan layanan Payment Reminder System (PRS) setiap bulannya, badan usaha/pemberi kerja dapat mendaftar melalui Petugas BPJS Ketenagakerjaan Kantor Cabang kepesertaan dengan menandatangani formulir pendaftaran PRS dan dipastikan menggunakan nomor handphone yang valid dan jika terjadi perubahan nomor handphone harap dilaporkan ke Petugas BPJS Ketenagakerjaan Kantor Cabang kepesertaan."
PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Bagaimana jika sudah mendaftar namun tidak menerima SMS Payment Reminder System?,"Jika sudah mendaftar namun tidak menerima SMS Payment Reminder System (PRS), pastikan nomor handphone yang digunakan masih aktif dan dapat digunakan. Jika sudah dipastikan benar, harap menghubungi Petugas BPJS Ketenagakerjaan Kantor Cabang kepesertaan untuk melakukan penyesuaian/update nomor kontak."
PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Apa itu Payment Reminder System (PRS)?,PRS adalah Penagihan iuran dan piutang yang dilakukan dengan menggunakan Short Message Service (SMS) dan Electronic Mail (Email) kepada peserta secara otomatis dan terjadwal setiap awal bulan kepada badan usaha/pemberi kerja peserta melalui nomor handphone contact person (PIC) sebagai petugas badan usaha/badan usaha/pemberi kerja/proyek/peserta yang terdaftar di database BPJS Ketenagakerjaan.
PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Apakah kode iuran di SMS melalui Payment Reminder System (PRS) valid?,Kode iuran yang tertera pada SMS Payment Reminder System (PRS) adalah valid dan dibentuk berdasarkan jumlah nominal tagihan iuran sama seperti bulan lalu atau berdasarkan data mutasi tenaga kerja dan upah terbaru yang sudah diinput bulan ini dan siap rekonsiliasi.
PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Bagaimana menggunakan fitur pembukuan (rekonsiliasi) otomatis melalui Payment Reminder System (PRS)?,Pembukuan otomatis melalui Payment Reminder System (PRS) dapat dilakukan dengan membalas SMS Payment Reminder System (PRS) sesuai dengan format yang sudah ditentukan seperti yang terlampir pada SMS Payment Reminder System (PRS). Pastikan lakukan pembayaran terlebih dahulu sebelum membalas SMS.
PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Bagaimana jika ingin merubah nomor handphone penerima SMS Payment Reminder System?,Untuk merubah nomor handphone penerima SMS PRS dapat menghubungi Petugas BPJS Ketenagakerjaan Kantor Cabang Kepesertaan.
PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Saya baru saja dihubungi BPJS Ketenagakerjaan terkait pemberitahuan pembayaran iuran. Apakah benar ada layanan seperti itu di BPJS Ketenagakerjaan?,Saat ini BPJS Ketenagakerjaan tidak memiliki layanan yang digunakan untuk mengingatkan badan usaha/pemberi kerja peserta BPJS Ketenagakerjaan untuk membayar iuran sebelum jatuh tempo selain pembina perusahaan dan agen perisai.
PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Apakah bukti transaksi elektronik dapat dimanfaatkan sebagai alat bukti hukum?,"Laporan PRS yang menampilkan histori SMS/Email dapat diterapkan sebagai pengganti/substitusi SPI dan bukti dokumen penagihan untuk tindak lanjut pengurusan piutang oleh petugas pemeriksa dan instansi yang berwenang., Pemanfaatan bukti PRS sebagai bukti hukum dijelaskan dalam Undang-Undang nomor 19 Tahun 2016 tentang perubahan atas Undang-Undang Nomor 11 Tahun 2008 tentang Informasi dan Transaksi Elektronik."
PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Apakah diperbolehkan badan usaha/pemberi kerja yang sudah menggunakan e-Virtual Account beralih ke pembayaran Virtual Account?,Badan usaha/pemberi kerja diperbolehkan untuk melakukan pembayaran iuran melalui Virtual Account walaupun sebelumnya sudah menggunakan e-Virtual Account.
PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Berapa besaran Iuran JKP dan Siapa yang berkewajiban membayarnya?,"Besaran iuran sebagaimana ditetapkan di PP 37/2021 adalah sebesar 0,46% (nol koma empat puluh enam persen) dari upah perbulan pekerja/buruh yang dilaporkan oleh perusahaan ke BPJS Ketenagakerjaan, dengan ketentuan:, 0,22% (nol koma dua puluh dua persen) dari upah sebulan, ditanggung 0,14% (nol koma empat belas persen) dari upah sebulan, bersumber dari rekomposisi iuran program JKK dan 0,10% (nol koma sepuluh persen) dari upah sebulan, bersumber dari rekomposisi iuran program JKM."
PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,"Dalam hal PK/BU belum mengikuti JKP, apakah rate iuran JKK dan JKM tidak direkomposisi?","Bagi PK/BU maupun Pekerja/Buruh yang tidak eligible menjadi peserta Program JKP, maka rate iuran program JKK dan JKM berlaku sesuai ketentuan yang diatur pada PP 44 tahun 2015."
PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Apakah besaran iuran JKP dapat berubah?,Besaran iuran dan batas atas upah akan dievaluasi secara berkala setiap 2 (dua) tahun dengan mempertimbangkan kondisi ekonomi nasional dan perhitungan kecukupan kewajiban aktuaria.
PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Apakah ada perubahan manfaat JKK dan JKM BPJS Ketenagakerjaan dengan adanya rekomposisi iuran?,Tidak ada perubahan manfaat atas program JKK dan JKM.
PENERIMA UPAH,ADMINISTRASI DAN TANDA BUKTI KEPESERTAAN,Bagaimana jika periode akhir bekerja di paklaring berbeda dengan keterangan nonaktif peserta serta periode terakhir pembayaran iuran?,"Data yang dimuat dalam paklaring sejatinya adalah data otentik. Data ini menjadi petunjuk, termasuk kaitannya dengan periode bekerja. Dalam hal terdapat ketidaksesuaian data periode kerja dengan data kepesertaan, petugas BPJS Ketenagakerjaan akan melakukan konfirmasi untuk membuktikan kebenaran data dimaksud kepada pihak pemberi kerja/badan usaha."
PENERIMA UPAH,ADMINISTRASI DAN TANDA BUKTI KEPESERTAAN,Apakah bukti bahwa Pemberi Kerja/Badan Usaha telah terdaftar sebagai peserta BPJS Ketenagakerjaan?,"Apabila telah memenuhi hasil verifikasi, BPJS Ketenagakerjaan wajib menerbitkan nomor kepesertaan bagi pekerja setelah iuran pertama dibayar lunas paling lama 7 (tujuh) hari kerja terhitung sejak tanggal nomor kepesertaan diterbitkan., BPJS Ketenagakerjaan menerbitkan sertifikat kepesertaan baik secara manual maupun elektronik bagi pemberi kerja yang telah mendaftarkan seluruh pekerjanya dalam waktu paling lama 7 (tujuh) hari kerja terhitung sejak tanggal formulir pendaftaran diterima secara lengkap dan benar serta iuran pertama dibayar lunas kepada BPJS Ketenagakerjaan."
PENERIMA UPAH,ADMINISTRASI DAN TANDA BUKTI KEPESERTAAN,Kapan badan usaha/pemberi kerja mendapatkan sertifikat kepesertaan?,BPJS Ketenagakerjaan menerbitkan sertifikat kepesertaan yang diterbitkan paling lama 7 (tujuh) hari kerja sejak formulir pendaftaran diterima secara lengkap dan benar serta iuran pertama dibayar lunas kepada BPJS Ketenagakerjaan.
PENERIMA UPAH,ADMINISTRASI DAN TANDA BUKTI KEPESERTAAN,"Bagi badan usaha/pemberi kerja yang baru mendaftarkan program Jaminan Pensiun pada periode tertentu, apakah badan usaha/pemberi kerja akan mendapatkan sertifikat baru?","Sertifikat kepesertaan bagi pemberi kerja yang mengikuti Jaminan Pensiun, maka diterbitkan atau dilakukan pencetakan ulang sertifikat kepesertaan dengan format baru dengan menambahkan keterangan mengikuti program Jaminan Pensiun beserta periode awal kepesertaannya."
PENERIMA UPAH,ADMINISTRASI DAN TANDA BUKTI KEPESERTAAN,Apa yang dimaksud dengan kartu peserta?,"Kartu peserta adalah kartu tanda kepesertaan dari BPJS Ketenagakerjaan yang memiliki nomor identitas tunggal yang berlaku untuk program Jaminan Kecelakaan Kerja, Jaminan Hari Tua, Jaminan Pensiun, Jaminan Kematian, dan Jaminan Kehilangan Pekerjaan sesuai dengan penahapan kepesertaan."
PENERIMA UPAH,ADMINISTRASI DAN TANDA BUKTI KEPESERTAAN,Apa sajakah bentuk kartu peserta yang dikeluarkan oleh BPJS Ketenagakerjaan?,"Kartu peserta BPJS Ketenagakerjaan dapat berupa:, Kartu peserta dalam bentuk fisik Kartu peserta dalam bentuk digital/elektronik."
PENERIMA UPAH,ADMINISTRASI DAN TANDA BUKTI KEPESERTAAN,Apa definisi kartu peserta dalam bentuk digital?,Kartu peserta dalam bentuk digital adalah kartu yang diterbitkan dalam bentuk digital dan diakses oleh peserta melalui media digital.
PENERIMA UPAH,ADMINISTRASI DAN TANDA BUKTI KEPESERTAAN,Apa definisi kartu peserta dalam bentuk elektronik?,"Kartu peserta dalam bentuk elektronik adalah kartu yang disampaikan ke peserta, pengurus pemberi kerja, badan usaha atau mitra melalui media elektronik yang digunakan oleh BPJS Ketenagakerjaan."
PENERIMA UPAH,ADMINISTRASI DAN TANDA BUKTI KEPESERTAAN,Kapan peserta mendapatkan kartu BPJS Ketenagakerjaan dari badan usaha/pemberi kerja?,Badan usaha/pemberi kerja harus menyampaikan kartu kepesertaan BPJS Ketenagakerjaan kepada tenaga kerja paling lama 3 (tiga) hari kerja sejak diterima dari BPJS Ketenagakerjaan.
PENERIMA UPAH,ADMINISTRASI DAN TANDA BUKTI KEPESERTAAN,Berapa banyak jenis kartu peserta yang dikeluarkan oleh BPJS Ketenagakerjaan?,BPJS Ketenagakerjaan hanya mengeluarkan 1 (satu) kartu peserta untuk seluruh program yang diikuti oleh pemberi kerja/badan usaha.
PENERIMA UPAH,ADMINISTRASI DAN TANDA BUKTI KEPESERTAAN,Dapatkah peserta mencetak kembali kartu peserta (fisik) yang hilang di Kantor Cabang terdekat?,"Pencetakan kartu peserta duplikat dapat dilakukan di Kantor Cabang kepesertaan atau Kantor Cabang lain sepanjang memenuhi persyaratan yaitu:, Permintaan dari badan usaha/pemberi kerja atau tenaga kerja baik melalui surat maupun mengisi formulir pada Kantor Cabang BPJS Ketenagakerjaan dan Kartu peserta digital yang dapat diunduh pada aplikasi JMO."
PENERIMA UPAH,ADMINISTRASI DAN TANDA BUKTI KEPESERTAAN,Apakah perlu kartu kepesertaan Jamsostek diubah menjadi kepesertaan BPJS Ketenagakerjaan?,"Kartu kepesertaan Jamsostek yang dimiliki tidak perlu diubah karena kepesertaan Jamsostek secara otomatis akan menjadi peserta BPJS Ketenagakerjaan, selama belum melakukan klaim Jaminan Hari Tua (JHT), kartu peserta tersebut masih berlaku tanpa mengurangi manfaat yang diterima."
PENERIMA UPAH,ADMINISTRASI DAN TANDA BUKTI KEPESERTAAN,Apakah bukti kepesertaan bagi badan usaha/pemberi kerja yang mengikuti program Jaminan Pensiun?,BPJS Ketenagakerjaan menerbitkan nomor dan sertifikat kepesertaan yang telah dilakukan pencatatan sebagai identitas atau bukti sah sebagai peserta program Jaminan Pensiun.
PENERIMA UPAH,ADMINISTRASI DAN TANDA BUKTI KEPESERTAAN,Apakah pekerja akan mendapatkan kartu bukti kepesertaan program Jaminan Pensiun dan Jaminan Kehilangan Pekerjaan?,Peserta hanya akan mendapatkan 1 (satu) kartu untuk seluruh program yang didaftarkan dan diikuti oleh pemberi kerja/badan usaha.
PENERIMA UPAH,ADMINISTRASI DAN TANDA BUKTI KEPESERTAAN,Bagaimana jika nama di kartu peserta BPJS Ketenagakerjaan dengan yang tercetak di KTP dan/atau Kartu Keluarga berbeda?,"Jika peserta berstatus aktif, maka dapat berkoordinasi dengan HRD/petugas pemberi kerja/badan usaha untuk melakukan pengajuan koreksi data Jika peserta berstatus non aktif, maka dapat mengajukan permohonan koreksi data di Kantor Cabang BPJS Ketenagakerjaan terdekat dengan membawa berkas pendukung seperti KTP, KK, Akte Kelahiran/Ijazah terakhir."
PENERIMA UPAH,ADMINISTRASI DAN TANDA BUKTI KEPESERTAAN,Kartu kepesertaan BPJS Ketenagakerjaan hilang dan nomor kartu kepesertaan BPJS Ketenagakerjaan tidak ada baik dari RSJHT maupun arsip badan usaha/pemberi kerja. Bagaimana solusi agar peserta mendapatkan data kepesertaan yang hilang tersebut?,"Dalam hal kartu peserta BPJS Ketenagakerjaan hilang dan nomor kartu peserta BPJS Ketenagakerjaan tidak ada baik dari RSJHT maupun arsip badan usaha/pemberi kerja, maka peserta datang ke Kantor Cabang dengan membawa dokumen yang membuktikan bahwa tenaga kerja pernah bekerja di perusahaan tersebut, seperti:, Keterangan nama badan usaha/pemberi kerja bekerja Periode masa kerja Surat keterangan dari badan usaha/pemberi kerja dengan legalitas badan usaha/pemberi kerja menyatakan bahwa tenaga kerja telah didaftarkan oleh badan usaha/pemberi kerja sebagai peserta BPJS Ketenagakerjaan Paklaring sesuai dengan periode bekerja Kartu pegawai Dokumen lainnya yang membuktikan bahwa tenaga kerja adalah peserta BPJS Ketenagakerjaan."
PENERIMA UPAH,ADMINISTRASI DAN TANDA BUKTI KEPESERTAAN,"Kartu kepesertaan BPJS Ketenagakerjaan dilanjutkan dari badan usaha/pemberi kerja lama ke badan usaha/pemberi kerja baru, tapi kenapa di RSJHT tidak terdapat rincian saldo awal dari badan usaha/pemberi kerja lama?","Informasi RSJHT yang disampaikan setiap tahun adalah Rincian Saldo yang terdiri dari:, Akumulasi saldo JHT dari awal kepesertaan ditambah amalgamasi saldo (apabila terdapat saldo yang belum teramalgamasi) Iuran tahun berjalan Hasil pengembangan iuran dan saldo, Dalam hal pekerja memiliki informasi/data bahwa terdapat ketidaksesuaian saldo, maka pekerja dapat mengajukan koreksi melalui Kantor Cabang kepesertaan secara langsung atau HRD/petugas pemberi kerja/badan usaha."
PENERIMA UPAH,ADMINISTRASI DAN TANDA BUKTI KEPESERTAAN,"Jika peserta memiliki lebih dari 1 kartu peserta BPJS Ketenagakerjaan, apakah dapat digabungkan?",Hal tersebut dapat dilakukan amalgamasi/penggabungan saldo ke Kantor Cabang terdaftar untuk dilakukan penggabungan saldo kepesertaan.
PENERIMA UPAH,ADMINISTRASI DAN TANDA BUKTI KEPESERTAAN,"Jika peserta melakukan amalgamasi/penggabungan saldo, apakah saldo kepesertaan awal akan hilang?",Saldo yang digabungkan adalah jumlah saldo awal dan saldo akhir pada saat digabungkan.
PENERIMA UPAH,ADMINISTRASI DAN TANDA BUKTI KEPESERTAAN,"Jika peserta memiliki lebih dari 1 (satu) kartu peserta BPJS Ketenagakerjaan, apakah dapat digabungkan?",Hal tersebut dapat dilakukan amalgamasi/penggabungan saldo ke Kantor Cabang terdaftar untuk dilakukan penggabungan saldo kepesertaan.
PENERIMA UPAH,ADMINISTRASI DAN TANDA BUKTI KEPESERTAAN,Bagaimana persyaratan jika badan usaha/pemberi kerja ingin pindah kepesertaan Kantor Cabang/alih kepesertaan?,"Persyaratan alih kepesertaan adalah:, Pemberi kerja/badan usaha mengirimkan surat permintaan alih kepesertaan disertai dengan alasan kepada Kantor Cabang asal Pemberi kerja/badan usaha memastikan seluruh klaim yang diajukan sudah diselesaikan di Kantor Cabang asal Pemberi kerja/badan usaha wajib menyelesaikan tunggakan iuran dan denda pada Kantor Cabang asal Sebelum tahapan proses alih kepesertaan selesai dilakukan, pemberi kerja/badan usaha yang akan dialihkan tetap membayarkan iurannya ke Kantor Cabang asal."
PENERIMA UPAH,ADMINISTRASI DAN TANDA BUKTI KEPESERTAAN,Bagaimana cara melaporkan perubahan data setiap bulannya oleh pihak badan usaha/pemberi kerja ke BPJS Ketenagakerjaan?,"Penyampaian dokumen dapat dilakukan secara hard copy atau melalui media elektronik atau kanal pelayanan seperti SIPP Online., Penyampaian dokumen dapat dilakukan secara daring (SIPP Online dan/atau Email) atau luring melalui Kantor Cabang kepesertaan."
PENERIMA UPAH,ADMINISTRASI DAN TANDA BUKTI KEPESERTAAN,Bagaimana proses pengajuan koreksi data tenaga kerja selaku tenaga kerja aktif?,Proses pengajuan koreksi data tenaga kerja aktif dapat dilakukan melalui HRD badan usaha/pemberi kerja untuk dilanjutkan prosesnya ke BPJS Ketenagakerjaan cabang kepesertaan.
PENERIMA UPAH,ADMINISTRASI DAN TANDA BUKTI KEPESERTAAN,Bagaimana jika peserta pindah ke tempat kerja yang baru dan sudah memiliki kartu kepesertaan?,"Peserta yang pindah tempat kerja wajib memberitahukan kepesertaannya kepada pemberi kerja tempat kerja baru dengan menunjukkan kartu kepesertaan yang dimilikinya. Pemberi kerja tempat kerja baru wajib menyampaikan informasi kepesertaan kepada BPJS Ketenagakerjaan sebagaimana dimaksud pada ""poin a"" dan membayar iuran kepada BPJS Ketenagakerjaan sejak pekerja bekerja pada pemberi kerja/badan usaha tempat kerja baru."
PENERIMA UPAH,ADMINISTRASI DAN TANDA BUKTI KEPESERTAAN,Apakah diterbitkan kartu dan sertifikat khusus untuk program JKP?,Kartu peserta sudah terintegrasi dengan program kepesertaan lainnya. Sedangkan untuk sertifikat dapat dicetak kembali sesuai permintaan perusahaan (baik fisik maupun digital).
BUKAN PENERIMA UPAH,PENGERTIAN UMUM,Apakah yang dimaksud dengan Peserta Bukan Penerima Upah (BPU)?,Orang perorangan yang melakukan kegiatan-kegiatan ekonomi atau usaha-usaha ekonomi secara mandiri untuk memperoleh penghasilan dari kegiatan atau usahanya tersebut.
BUKAN PENERIMA UPAH,PENGERTIAN UMUM,Siapa saja yang merupakan Peserta BPU?,"Peserta BPU meliputi:, Pemberi Kerja, contoh: pemegang saham/pemilik perusahaan orang perseorangan yang mempekerjakan tenaga kerja dan tidak menerima upah. Pekerja di luar hubungan kerja termasuk tenaga kerja dengan hubungan kemitraan atau pekerja mandiri, contoh: pedagang (online, buka warung, usaha kuliner, pedagang pasar, pedagang keliling); pekerja/asisten rumah tanggal; ojek pangkalan, driver online; petani, nelayan; sales freelance, agen asuransi; gig worker, crew EO; tukang parkir; penjahit; tukang kayu; penata rias, seniman (pelawak, stand up comedy, content creator); montir bengkel; guru les private; penerjemah. Pekerja yang tidak termasuk poin (b) diatas yang bukan menerima upah, contoh: atlet; relawan sosial/bencana Peserta magang, tenaga honorer, peserta pendidikan pengembangan bakat dan minat, siswa dan mahasiswa kerja praktek yang dipekerjakan dalam proses pendidikan dan pelatihan atau narapidana yang dipekerjakan dalam proses asimilasi dianggap sebagai pekerja. Peserta pelatihan kerja yang mengikuti pelatihan kerja di lembaga pelatihan kerja atau lembaga pendidikan/pelatihan lainnya dapat dikategorikan sebagai siswa dan mahasiswa kerja praktek sebagaimana dimaksud pada poin c diatas. Pekerja keluarga yang tidak dibayar, merupakan orang perorangan yang melakukan kegiatan untuk mendukung usaha keluarganya. Warung yang dijalankan dalam 1 (satu) keluarga; Rangkaian kegiatan yang dilakukan oleh 1 (satu) keluarga dalam usaha pertaniannya; dll."
BUKAN PENERIMA UPAH,PENGERTIAN UMUM,"Apakah peserta BPU dapat melakukan pengecekan informasi kepesertaan, masa perlindungan dan jatuh tempo pembayaran iuran selanjutnya?","Informasi kepesertaan, masa perlindungan dan jatuh tempo pembayaran iuran selanjutnya, dapat diakses melalui:, Aplikasi JMO laman https://sso.bpjsketenagakerjaan.go.id/ Pusat Layanan Masyarakat (Contact Center) 175 Kantor Cabang BPJS Ketenagakerjaan."
BUKAN PENERIMA UPAH,PENGERTIAN UMUM,"Apakah Peserta BPU yang sudah lama tidak aktif membayar iuran, apakah dapat aktif kembali untuk masa perlindungannya?",Peserta BPU dapat mengaktifkan kembali masa perlindungannya dengan melakukan pembayaran iuran lanjutan melalui kanal pembayaran iuran kerjasama.
BUKAN PENERIMA UPAH,PENGERTIAN UMUM,Bagaimana cara melihat jumlah saldo JHT Peserta BPU?,"Peserta BPU dapat melihat jumlah saldo JHT melalui:, Aplikasi JMO Laman https://sso.bpjsketenagakerjaan.go.id/ Kantor Cabang BPJS Ketenagakerjaan."
BUKAN PENERIMA UPAH,PENDAFTARAN PESERTA,Program jaminan sosial ketenagakerjaan apa saja yang didapatkan oleh Peserta BPU?,Tabel 6. Program Jaminan Sosial BPU
BUKAN PENERIMA UPAH,PENDAFTARAN PESERTA,Apa saja persyaratan pendaftaran pertama kali menjadi peserta Bukan Penerima Upah (BPU)?,"Persyaratan utama mendaftar menjadi peserta BPU:, Memiliki Nomor Induk Kependudukan atau Kartu Tanda Penduduk Belum mencapai usia 65 (enam puluh lima) tahun dan Memiliki kegiatan usaha atau pekerjaan. Pendaftaran Pekerja magang, tenaga honorer, peserta pendidikan pengembangan bakat dan minat, siswa dan mahasiswa kerja praktek yang dipekerjakan dalam proses pendidikan dan pelatihan atau narapidana yang dipekerjakan dalam proses asimilasi, memperhatikan hal-hal sebagai berikut:"
BUKAN PENERIMA UPAH,PENDAFTARAN PESERTA,Apa yang dimaksud dengan memiliki kegiatan usaha atau pekerjaan dalam persyaratan pendaftaran menjadi peserta BPU?,"Calon Peserta BPU harus memiliki usaha atau pekerjaan yang tidak menerima upah, karena BPJS Ketenagakerjaan merupakan Lembaga yang menangani Jaminan Sosial Ketenagakerjaan, sehingga calon Peserta BPU harus memiliki dan aktif melakukan kegiatan usaha atau pekerjaan saat melakukan pendaftaran. (tidak sedang dalam sakit yang berkepanjangan seperti sedang di ICU)."
BUKAN PENERIMA UPAH,PENDAFTARAN PESERTA,Berapa banyak kegiatan usaha atau pekerjaan yang dapat didaftarkan oleh Peserta BPU?,Kegiatan usaha atau pekerjaan yang dapat didaftarkan saat menjadi Peserta BPU paling banyak 2 (dua) jenis pekerjaan.
BUKAN PENERIMA UPAH,PENDAFTARAN PESERTA,Dimana saja calon peserta BPU dapat melakukan pendaftaran?,"Melalui:, Aplikasi JMO Laman Pendaftaran Online Mandiri https://www.bpjsketenagakerjaan.go.id/bpu (website BPJS Ketenagakerjaan) Kantor Cabang BPJS Ketenagakerjaan Service Point Office (SPO) Bank Kerjasama seperti Bank BNI, Bank BRI, Bank BTN, Bank Mandiri, Bank BJB Perisai Agen Perbankan seperti AgenBNI46, BRILink, Agen BJB Kantor Pos, aplikasi Pospay dan Agen Pos Kantor Pegadaian Aplikasi LinkAja Aplikasi dan website Cermati.com Aplikasi Ayopop Agen Mobile Pulsa Peserta BPU juga dapat melakukan pendaftaran secara berkelompok melalui Wadah yang sudah bekerja sama dengan BPJS Ketenagakerjaan Mitra Pengemudi Gojek dapat mendaftar melalui link pendaftaran: https://www.bpjsketenagakerjaan.go.id/bpu/gojek Mitra Pengemudi Grab dapat mendaftar melalui fitur GrabBenefits dengan menggunakan saldo OVO yang tersedia pada fitur GrabBenefits sebagai metode pembayarannya. Mitra Shopee Food dapat mendaftar melalui link pendaftaran: https://bit.ly/3WaaKwd Khusus untuk kepesertaan BPU Peserta magang, tenaga honorer, peserta pendidikan pengembangan bakat dan minat, siswa dan mahasiswa kerja praktek yang dipekerjakan dalam proses pendidikan dan pelatihan atau narapidana yang dipekerjakan dalam proses asimilasi pendaftaran dapat dilakukan oleh Pemberi Kerja/Badan Usaha melalui Kantor Cabang terdekat."
BUKAN PENERIMA UPAH,PENDAFTARAN PESERTA,"Jika KTP hilang/tidak ada, apakah tetap dapat melakukan pendaftaran pertama kali menjadi Peserta BPU?",Calon Peserta BPU dapat menggunakan Nomor Induk Kependudukan yang ada di dalam Kartu Keluarga.
BUKAN PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Berapa penghasilan yang harus didaftarkan dalam kepesertaan BPU?,"Penghasilan yang didaftarkan merupakan rata-rata penghasilan yang diperoleh setiap bulan. Adapun minimal penghasilan yang dapat didaftarkan mulai dari Rp. 1.000.000 sebagai dasar penghasilan perhitungan iuran, sesuai dengan ketentuan Peraturan Pemerintah yang mengatur penyelenggaraan Program JKK, JKM dan JHT."
BUKAN PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Berapa nilai iuran minimal kepesertaan BPU?,"Tabel 8. Iuran BPU, , Nilai iuran Peserta BPU dihitung berdasarkan paket program yang diikuti dengan rincian sebagai berikut:, Jaminan Kecelakaan Kerja (JKK) : 1% dari dasar penetapan penghasilan Jaminan Kematian (JKM) : Rp 6.800,- (flat berapapun dasar penetapan penghasilannya). Jaminan Hari Tua (JHT) : 2% dari dasar penetapan penghasilan. Dasar penetapan penghasilan dapat dilihat di lampiran PP No 44 Tahun 2015 dan lampiran PP No 46 Tahun 2015. Khusus untuk peserta BPU sebagai Pemberi Kerja, Peserta magang, tenaga honorer, peserta pendidikan pengembangan bakat dan minat, siswa dan mahasiswa kerja praktek yang dipekerjakan dalam proses pendidikan dan pelatihan atau narapidana yang dipekerjakan dalam proses asimilasi. Perhitungan iuran JKK dan JKM sesuai dengan persentase iuran JKK dan JKM bagi peserta Penerima Upah di Pemberi Kerja tersebut dan upah yang dijadikan dasar dalam perhitungan iuran berdasarkan upah terendah dari pekerja yang melakukan pekerjaan yang sama di Pemberi Kerja tersebut."
BUKAN PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Apakah Peserta BPU dapat membayar iuran secara sekaligus dimuka?,"Peserta BPU dapat memilih periode pembayaran iuran sekaligus dimuka dengan periode pembayaran sebagai berikut:, a. 2 bulan, b. 3 bulan, c. 6 bulan atau, d. 12 bulan /1 tahun."
BUKAN PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,"Apakah iuran yang sudah dibayar dimuka sekaligus dan terjadi risiko meninggal dunia, dapat dilakukan pengembalian sisa iuran?","Pengembalian sisa iuran Peserta BPU yang mengalami risiko meninggal dunia dan telah melakukan pembayaran iuran secara sekaligus dimuka, dilakukan bersamaan pada saat ahli waris mengajukan proses klaim meninggal dunia program JKK atau JKM."
BUKAN PENERIMA UPAH,UPAH IURAN DAN TATA CARA PEMBAYARAN,Apakah Peserta BPU yang telat melakukan pembayaran iuran setiap bulan akan menjadi tunggakan yang harus dilunasi dan dikenakan denda iuran?,"Ya, Peserta BPU harus melunasi tunggakan iuran setiap bulan tanpa dikenakan denda iuran., Maksimal tunggakan iuran yang harus dilunasi adalah sebanyak 3 (tiga) bulan iuran berturut-berturut. Jika setelah 3 (tiga) bulan masa tunggakan iuran tersebut tidak terdapat pembayaran iuran maka masa perlindungannya akan non aktif., Peserta BPU yang sudah non aktif dapat mengaktifkan kembali masa perlindungannya dan tunggakan iuran sebelumnya tidak diperhitungkan."
